character,degree_Marvel_characters
BLACK_DRAGON_III,32
BLACK_DUKE,28
BLACK_FOG,32
BLACK_FOX,164
BLACK_FOX_II,212
BLACK_FURY_II,28
BLKGOL,200
BLACK_HAND,16
BLACK_HOLE,46
BLKKING,1186
BLACK_KING_II,86
BLACK_KNIGHT,368
BLACK_KNIGHT_DUPLICATE,66
BLACK_KNIGHT_II,116
BLACK_KNIGHT_III,174
BLACK_KNIGHT_IV,250
BLACK_KNIGHT_IV_IMPOSTER,38
BLACK_KNIGHT_IV_IMPOSTER_II,30
KNIGHT,32
BLACK_KNIGHT_V_DOPPELGANGER,172
BLACK_KNIGHT_V_DOPPELGANGER_II,244
BLACK_KNIGHT_VI,46
BLACK_KNIGHT_VII,46
BLACK_KNIGHT_STATUE,144
BLACK_LAMA,72
BLACK_LOTUS,170
BLACK_MAMBA,1014
BLACK_MARIA,64
BLACK_MARIAH,24
BLACK_MARVEL,164
BLACK_METAL,40
BLACK_MORAY,18
BLACK_MOUNTAIN,16
BLACK_PANTHER,16
BLACK_PANTHER_II,32
BLACK_PANTHER_III,70
BLACK_PANTHER_IV,230
PANTHER,3392
BLACK_RAAZER,134
BLACK_RACER,236
BLACK_RIDER,10
BLACK_RIDER_II,18
BLACK_ROOK,90
BLACK_ROSE,220
BLACK_ROSE_II,20
BLACK_SPECTRE,50
BLACK_SWAN,32
BLACK_TALON,28
BLACK_TALON_II,6
BLACK_TALON_III,442
BLACK_TALON_IV,6
BLACK_TARANTULA,26
BLACK_TARANTULA_II,240
BLACK_TOM_CASSIDY,532
BLACK_WIDOW,154
BLACK_WIDOW_II,28
WIDOW,84
BLACK_WIDOW_III_CLONE,14
BLACK_WIDOW_III_DOPPELGANGER,172
BLACK_WIDOW_IV,198
BLACK_WITCH,20
BLACK_CAL,16
BLACK_CYRUS,98
BLACK_MARTIN,14
BLACK_RACHEL,20
BLACK_TESS,24
BLACKBALL,86
BLACKBIRD,474
BLACKBODY,70
BLACKCLOAK,160
BLACKGAR_MARLENE,12
BLACKGAR_MILES,12
BLACKHEART,336
BLACKHEATH,146
BLACKJACK,18
BLACKJACK_II,72
BLACKJACK_III,92
BLACKLASH_II,112
BLACKLIGHT,60
BLACKMAN_JASON,24
BLACKOUT,376
BLACKOUT_II,736
BLACKSHEAR_JONAS,32
BLACKSMITH,12
BLACKSMITH_IMPOSTER,60
BLACKSTOKE_NATHANIEL,2
BLACKTHORN,106
BLACKTHORN_II,154
BLACKWATER_CHARLES,38
BLACKWELL_LT_TAYLOR,48
BLACKWING,390
BLACKWING_II,180
BLACKWING_III,148
BLACKWOOD_JENNY,10
BLACKWULF,70
BLACKWULF_II,110
BLACKWULF_III,46
BLACQUE_NIGEL_TRIAGE,38
BLADE,844
BLADE_DOPPELGANGER,56
BLAINE_GIDEON,18
BLAINE_RICK,40
BLAINE_SYCAMORE,8
BLAIR_CALEY,16
BLAIR_ERIC,26
BLAIR_TONY,26
BLAIRE_CARTER,126
BLAISDELL_RONALD,30
BLAKE_BECKY,248
BLAKE_DR_DONALD,332
BLAKE_DR_DONALD_CONSTRUCT,106
BLAKE_EMILY,42
BLAKE_KENT,6
BLANDING_ANDREW,10
BLANDING_HALEY,10
BLANDING_MRS,10
BLANK,30
BLARE,22
BLAST,28
BLASTAAR,818
BLASTFURNACE,18
BLASTFURNACE_II,36
BLASTING_CAP,60
BLATNEY_JONATHAN,14
BLAZE_BARTON,42
BLAZE_CRAIG,260
BLAZE_EMMA,260
BLAZE_JOHNNY,540
RSBLAZE,282
BLAZE_SIENA,272
BLAZEYE,26
BLAZING_SKULL,306
BLEEDING_IMAGE,56
BLENHOLT_ELAINE_TENNYSON,24
BLENHOLT_VICTOR_CRAIG,24
BLESSING_MORGANA,242
BLIMP,62
BLIND_AL,186
BLIND_ALI,74
BLIND_TOBY,38
BLINDFOLD,550
BLINDSIDE,48
BLINDSIDE_II,64
BLINDSIDE_III,110
BLINDSPOT,36
BLINDSPOT_II,28
BLING,522
BLINK,300
BLIP,14
BLISS,254
BLISS_BONNIE,22
BLISS_MISS,56
BLISS_URANUS,54
BLISTIK,22
BLITZ,56
BLITZ_II,30
BLITZIANA,174
BLITZKRIEG,316
BLITZKRIEGER,168
BLIZZARD,140
BLIZZARD_II,726
BLIZZARD_III,50
BLIZZARD_IV,80
BLOB,1572
BLOC,18
BLOCKADE,48
BLOCKBUSTER,28
BLOCKBUSTER2,12
BLOCKBUSTER_III,344
BLOK,50
BLOKE,34
BLONDE_PHANTOM,100
BLONDINE,16
BLOOD_BROTHERS,662
BLOOD_SPIDER,24
BLOOD-TIDE,8
BLOODAXE,196
BLOODBATH,30
BLOODBATH_II,24
BLOODBATH_III,28
BLOODHAWK,32
BLOODHOUND,18
BLOODLETTER,28
BLOODLUST,272
BLOODRAVEN,134
BLDSCREAM,438
BLOODSEED,32
BLOODSHADOW,56
BLOODSHED,146
BLOODSTAIN,18
BLOODSTONE_ELISE,22
BLOODSTONE_ELSA,120
BLOODSTONE_ULYSSES,324
BLOODSTORM,20
BLOODSTRIKE,204
BLOODTHIRST,66
BLOODTIDE,78
BLOODVESSEL_BUSTA,10
BLOODWING,18
BLOODWRAITH,238
BLOODY_BESS,56
BLOODY_IVAN,38
BLOODY_MARY,14
BLOOM_ASTRID,10
BLOOM_LUANN,100
BLOOMBERG_MICHAEL,152
BLOSSOM,26
BLOSSOM_II,32
BLOTT_BRIG_INKY,36
BLOW_HARD,48
BLOWFLY,44
BLOWHARD,30
BLOWTORCH,48
BLUDGEON,52
BLUDGEON_II,26
BLUDGEON_III,72
BLUE_BLADE,100
BLUE_BUFFOON,18
BLUE_BULLET,42
BLUE_CLOUD_ELIZABETH,14
BLUE_CLOUD_MARY,18
BLUE_CLOUD_MR,12
BLUE_CONDOR,54
BLUE_DIAMOND,216
BLUE_EAGLE,140
BLUE_LIGHT,18
BLUE_MARVEL,96
BLUE_MARVEL_II,142
BLUE_SHARK,40
BLUE_SHIELD,394
BLUE_STREAK,144
BLUE_STREAK_II,46
BLUE_STREAK_III,28
BLUESTONE,98
BLUMKENN_SGT_RALPH,56
BLUNT,72
BLURRY,62
BMF,28
BO,38
BOAR,8
BOB,172
BOB_II,78
BOBCAT,58
BOBO,28
BOBO_II,156
BODEGA_BANDIT,8
BOERKE_MAYOR,62
BOGAN_ELIAS,92
BOGART_RICK,28
BOGART_TRISH,28
BOGATYR,28
BOGDANOVE_JON,32
BOGEYMAN,144
BOGGART,76
BOGGS_MORDECAI_P,192
BOLERO,32
BOLESCU,8
BOLIVER_BOSWELL,10
BOLT,28
BOLT2,430
BOLT_ANDREW,58
BOLT_WALTER,30
BOMB,40
BOMBADIER,40
BOMBADIER_II,52
BOMBLAST,212
BOMBSHELL,398
BOMBU,14
BONAVITA_FATHER_MIGUEL,20
BOND,16
BONEBREAKER,230
BONEGRINDER,44
BONEHEAD,28
BONES,44
BONEYARD,14
BONHAM,12
BONITA,14
BONO,34
BONT_ALEXANDER,44
BONT_LUCY_CHAMBERS,8
BOOBYTRAP,104
BOOK,52
BOOK_MALLORY,400
BOOKIE,70
BOOKIE_II,166
BOOKS,22
BOOKWORM,14
BOOM,12
BOOM_BOOM,702
BOOMER,430
BOOMERANG,1322
BOOMSLANG,340
BOONE,90
BOOSE_NICOLE,80
BOOST,20
BOOT,46
BOR,184
BORA,90
BORAKU,26
BORDENAVE_JACQUES,20
BOREAS,28
BORGEDDON,18
BORGEZIA_MARIETTA,50
BORGIA_OMEGA,18
BORILLON_FRANCOIS,52
BORIS,206
BORIS_II,26
BORKOWSKI_MR,42
BORKOWSKI_MRS,42
BORNA,22
BORROB,22
BORROUGHS_CHARLES,64
BOSCHELLI_FATHER_RUDOLPHO,4
BOSCO_ELAINE,68
BOSEPHUS,8
BOSHLOVOR,32
BOSS,10
BOTTOMS_TERESA_TERRI_SUE,46
BOUDREAUX_BELLA_DONNA,336
BOUDREAUX_JULIEN,96
BOUDREAUX_MARIUS,90
BOULDER,74
BOULLION_ANDRE,32
BOUNCER,50
BOUNCING_BETTY,102
BOUNTY,34
BOUNTY_II,100
BOUNTY_HUNTER,16
BOVA,584
BOWDEN_DENNIS,46
BOWEN_FATHER_MICHAEL,196
BOWEN_SIAN,358
BOWMAN_II,30
BOWMAN_CAPT,68
BOWMAN_MAJ,26
BOWSER,56
BOX,230
BOX_II,56
BOX4,1080
BOY,30
BOY_II,16
BOY_III,80
BOY_X,40
BOYD,74
BOYLE_COL_JOHN_D,32
BOYO,40
BOYTON_SEN,48
BRAD,50
BRADDOCK_ELIZABETH,36
BRADDOCK_ELIZABETH_II,174
BRADDOCK_JAMES,36
BRADDOCK_JAMES_JR,266
BRADDOCK_JOHN,24
BRADLEE_PAUL_RAYMOND,26
BRADLEY_BILL,40
BRADLEY_CARRIE,42
BRADLEY_CATHERINE,26
BRADLEY_CATHY,40
BRADLEY_DR_NICOLA,26
BRADLEY_FAITH,188
BRADLEY_HANK,40
BRADLEY_ISAIAH,300
BRADLEY_JEAN,40
BRADLEY_JESSICA,12
BRADLEY_MARION,40
BRADY,50
BRAGG_GEN_CLEMENT,18
BRAGI,18
BRAGGI,40
BRAHAMS,18
BRAHMA,142
BRAHMANES,14
BRAIN,16
BRAIN_II,20
BRAIN_III,42
BRAIN_CELL,46
BRAIN_DRAIN,318
BRAINCHILD,414
BRAINCHILD_II,22
BRAINSTORM,10
BRAINY,62
BRAITHWAITE_JUDGE_ROBERT,42
BRAMBLE,34
BRAMER,54
BRAND_ABIGAIL,490
BRAND_LUCAS,32
BRANDEIS_CAMMY,18
BRANDEIS_LIZ_PARRISH,16
BRANDEIS_PROF_HENRY,16
BRANDENBERG_SANDI,166
BRANDO_MARLON,56
BRANDON_MOIRA,44
BRANDT_ELLEN,110
BRANDT_MATILDA,16
BRANN_MAK_ARN_MAK_MINYFORDD_MAK,14
BRANNEX_SOLEMNE,34
BRANSON,30
BRANT_BENNETT,54
BRANT_BETTY,1782
BRANT_ELEONORE,34
BRASHIR_KABAR,18
BRASS,140
BRASS_BISHOP,54
BRASS_BISHOP_II,84
BRASS_ROBOT,30
BRASSKNUCKLES,34
BRAUN_EVA,88
BRAUN_FATHER_THOMAS,16
BRAVO,26
BRAWLER,62
BRAWLER_II,12
BRAWN_HUNTER,60
BRAWN_TRISTAN,68
BREAKDOWN,36
BREAKER,20
BREATHING_GUN,142
BREATHTAKER,28
BREMBY_GARLAND,24
BRENNAN_BENJ,54
BRENNAN_MOLLY,16
BRES,56
BRETT_LT_JIM,8
BREVLOV_COL_YURI,26
BREVOORT_TOM,94
BREWER_AMY,32
BREWER_DR_MELINDA,42
BREWSTER_GURDON,30
BRICKBAT,44
BRICKFORD_CLAY,84
BRICKMAN_GLORIA,36
BRICKMAN_MILES_RALPH,134
BRIDE_OF_NINE_SPIDERS,18
BRIDE_OF_NINE_SPIDERS_II,166
BRIDESHEAD,84
BRIDGE_GEORGE_WASHINGTON,1046
BRIDGE_SANDY,54
BRIDGES_GEN,50
BRIGAND,24
BRIGGS_AGENT,22
BRIGGS_BAILEY,22
BRIGGS_JEREMY,84
BRIGGS_NATHANIEL,246
BRIGGS_STEPHANIE,56
BRIGHTSTORM,28
BRIGHTSWORD,280
BRIGHTWIND,496
BRILLALAE,18
BRIMER,40
BRINK_MARJORIE,56
BRINKE_NIOMI,42
BRINKLEY_DAVID,50
BRIO,26
BRIQUETTE,30
BRISCOE_SGT_LESTER_BULLDOG,46
BRISTLE,90
BRITANIC,210
BROADBAND,52
BROADHURST_DR_OLIVER,68
BROADSIDE,60
BROCK_CARL,70
BROCK_EDDIE_ALLAN_CHARLES,150
BROCK_JAMIE,28
BROCK_MARGE,84
BROCK_MARY,42
BRODERICK_KERWIN_J,42
BROGA_COL_RUDEV,52
BROGIN_BULL,52
BROK,70
BROKEN_BLADE,20
BROKEN_MAN,6
BROKER,40
BROKERIDGE_MR,62
BROKERIDGE_MRS,62
BROKERIDGE_PAUL,62
BROM,44
BROMINE,46
BROMWELL_DR_NICHOLAS,128
BRON_CHAR,42
BRONA,80
BRONSON_SPENCER,6
BROOKS_ANNA,20
BROOKS_BEN,28
BROOKS_BRIG_GEN_THEODORE_MARLEY_HAM,58
BROOKS_NATALIE,22
BROOKS_PVT_JEFF,32
BROOKS_TARA,34
BROOP,74
BROTHER_BRIMSTONE,10
BROTHER_BRIMSTONE_II,10
BROTHER_CAESAR,26
BROTHER_DOM,6
BROTHER_HAVE-NOT,14
BROTHER_INQUISITOR,28
BROTHER_NATURE,44
BROTHER_POWER,34
BROTHER_ROYAL,224
BROTHER_STEPHEN,44
BROTHER_TODE,122
BROTHER_VIRGIL,26
BROTHER_VOODOO,22
BROTHER_VOODOO_II,832
BROTHER_VOODOO_II_IMPOSTER,18
BROTHER_WONDERFUL,40
BROTHER_WONDERFUL_II,198
BROTHERS_GRIMM,24
BROTHERS_GRIMM_II,110
BROTHERS_GRIMM_III,920
BROWN,162
BROWN_ABE,442
BROWN_BEN,8
BROWN_EDMUND_GERALD,30
BROWN_ELIOT_R,88
BROWN_ESTHER,36
BROWN_FRANK,46
BROWN_JIM,14
BROWN_JOHN,20
BROWN_LAURA,204
BROWN_LAURA_LMD,38
BROWN_MALCOLM,52
BROWN_MINDY_MCPHERSON,224
BROWN_PVT_CASEY,36
BROWN_RACHEL,16
BRUBAKER_ED,62
BRUISER,396
BRUISER_II,10
BRUKNER_DR_FRANK,10
BRUKNER_ILANEY,48
BRULE,22
BRUN,34
BRUNDAGE_MISS,10
BRUNNER_FRANK,24
BRUNNER_JAN,24
BRUNNHILDE,20
BRUNO,14
BRUSHFIRE,32
BRUSHOV_GEN,28
BRUSKIN_ALEXI,30
BRUTACUS,148
BRUTE,92
BRUTE_II,36
BRUTE_III,50
BRUTE_IV,24
BRUTO_THE_STRONGMAN,214
BRUTTU,2
BRUTUS,92
BRUTUS_II,64
BRUTUS_III,132
BRUTUS_KLOR,34
BRUTUS_MARCUS,18
BRYANT_JONATHAN,90
BRYANT_TIOWA,40
BRYCE_ARCHER,38
BRYNOCKI,68
BRYNN,16
BRYS_AMY,14
BUBBLE,28
BUBBLE_II,20
BUCHANAN_ALIX,32
BUCHANAN_DIXIE,18
BUCHANAN_CHARLES_H,16
BUCHANAN_HENRY,24
BUCHANAN_SAMSON,340
BUCHETTO_SALVATORE,20
BUCHOVITZ_STANLEY,36
BUCKNER_GRANT,48
BUCKY,1090
BUCKY_DUPLICATE,66
BUCKY_PROTO-HUSK,40
BUCKY_ROBOT,48
BUCKY_II,484
BUCKY3,246
BUCKY_VI,166
BUDDHA,130
BUEL,32
BUFF,52
BUFO,26
BUG,548
BUG_II,36
BUG-EYED_VOICE,36
BUGEYE,80
BUGGANOFF_DR,38
BUGGIT,12
BUKOWSKI_DENNIS_BUCK,74
BUKOWSKI_MR,20
BUKOWSKI_MRS,20
BULGANIN_NIKOLAI,26
BULK,106
BULL,30
BULL_OF_CRETE,38
BULL-MAN,50
BULLARD_BERT,8
BULLDOZER,1232
BULLET,354
BULLET_BIKER,52
BULLFROG,20
BULLIT_SAM,14
BULLS-EYE,8
BULLSEYE,1356
BULWAR,48
BULWARK,80
BULUKU,250
BUMPKIN,50
BUMPO_NATHANIEL,28
BUNCHE_DR_STEVEN,36
BUNKER_ELLSWORTH,12
BUNNY,84
BUNTLINE_NED,14
BUNYAN_PAUL,80
BUNYAN_PAUL_IMPOSTER,34
BURCH_SONNY,60
BURDICK_BLAKE,80
BURDICK_PEGGY_LANG,84
BURGLAR,112
BURGOS_CARL,28
BURGOS_SONDRA,42
BURGUNDY,14
BURI,146
BURI_II,54
BURKE,68
BURKE_GWYNETH,54
BURKE_JACK,54
BURKE_JOB,54
BURKE_RICKY,32
BURKE_THERESA,202
BURLEY_DR_SAMUEL,32
BURLEY_MIKE,112
BURLINGAME_CALVIN,46
BURNETT_JOEY,78
BURNING_PUDDLE,34
BURNOUT,38
BURNOUT_II,36
BURNS_PEPPER,74
BURNT_ORANGE,26
BURR_CLAYTON,92
BURRTHROP_T_BARTON,52
BURST,44
BURST_II,94
BURSTARR,24
BURSTEIN_DR_NOAH,218
BURSTEIN_EMMA_WEBSTER,54
BUSCELLI_JOHN,46
BUSH_BARBARA,100
BUSH_GEORGE,480
BUSH_GEORGE_W,1024
BUSHKIN_BARNEY,312
BUSHMAN_RAOUL,80
BUSHMASTER,126
BUSHMASTER_II,546
BUSHMASTER_III,108
BUSHWACKER,564
BUSIEK_KURT_DAVID,76
BUTANE,100
BUTCH,220
BUTCHER,34
BUTCHER_OF_LICHTENGARTEN,10
BUTLER_COL_HARRY,18
BUTTE,46
BUTTERBALL,370
BUTTERFLY,20
BUTTERFLY_II,80
BUTTVIEW,22
BUX,66
BUZZ,184
BUZZ-SAW,52
BUZZARD,30
BUZZARD_BOYD,72
BUZZARD_BUFFORD,72
BUZZSAW_II,30
BYRD_HARRINGTON,166
BYRD_NATHANIEL_ALEXANDER,88
BYRNE_JANE,22
BYRNE_JOHN,140
BYRNES_GAYLE_WATSON,124
BYRNES_KEVIN,38
BYRNES_TIM,54
BYRNES_TOMMY,68
BYRON_ALYSSA_PUG,54
BYRRAH,186
BYTE,28
BZZTL,32
C_A_P,108
C_F,112
C_EFN,34
C_JIME,116
C_REL,76
CAABASH_MONTY,20
CABABA_TIM,102
CABBAGE,104
CABE_BETHANY,506
CABEL_CARA,10
CABEL_JUSTIN,10
CABEL_MARTA,10
CABEL_NATHAN,10
CABER,188
CABLE,2058
CABO_KID,38
CABOT_ABE,40
CABOT_CHESTER,40
CABOT_JULIA,42
CABOT_KENNY,40
CABOT_KRIS,14
CABOT_RICHIE,40
CACCONE_JULIA,14
CACCONE_RALPH,26
CACCONE_STEVEN,14
CACHE,50
CACHES_FABIAN,36
CACHES_PROF_MARINA,64
CACTUS,80
CADAVER,22
CADAVER_II,70
CADAVUS_FRANZ,74
CADENA,34
CADMIUM,118
CADMUS,32
CADUCEUS,256
CAESAR_JONATHAN,168
CAESAR_JULIUS,116
CAFFREY,12
CAGE_DANIELLE,834
CAGE,2980
CAGLIOSTRO_ALESSANDRO,124
CAIERA,120
CAINE_EDWIN,54
CALAMITY,394
CALAVERA,6
CALCULUS,276
CALDER_CANDY,26
CALDERONE_HANNAH,32
CALDERU_LILIA,32
CALDRONE_JAVIER,78
CALE,38
CALEDONIA,146
CALIBAN,884
CALIBER,108
CALICO,26
CALIFORNIUM,72
CALKIN_SUSAN,18
CALLAGHAN_JAMES,26
CALLAHAN_DANNY,30
CALLAHAN_MIKE,14
CALLAHAN_PVT_MARK,52
CALLEY_LT_WILLIAM_J_JR,10
CALLIOPE,18
CALLISTO,726
CALTHROP_GODFREY,48
CALUMET,14
CALVIN_DR_WILMA,36
CALVIN_PERCY_RONALD,14
CALYPSO,112
CALYXIS,8
CAMBRIDGE_MOXY,18
CAMERA_FIEND,26
CAMERON_JACK,20
CAMERON_JAMES,40
CAMMI,84
CAMOUFLAGE,38
CAMPBELL_CAROL,22
RORYC,236
CAMPBELL_MEREDITH,70
CAMPBELL_MR,20
CAMPBELL_NED,22
CAMPBELL_TERRY,26
CAMPBELL_VALERIE,14
CAMUS_HENRY,12
CANCELLATOR,42
CANCER,162
CANCER_LMD,126
CANCER_II,72
CANCER_III,60
CANCER_IV,98
CANDLEMAS,32
CANDLER_OWEN,22
CANDRA,152
CANDY_JOHN,56
CANDY_MISS,54
CANE,24
CANNIBAL,182
CANNONBALL,2460
CANNONFOOT,152
CANTOR_VERA,318
CANUTE,24
CAPPY,28
CAPRICE,24
CAPRICE_II,44
CAPRICORN,186
CAPRICORN_LMD,126
CAPRICORN_II,72
CAPRICORN_III,60
CAPTAIN_II,12
CAPTAIN_AMERICA_CLONE,14
CAPTAIN_AMERICA_DOPPELGANGER,172
CAPTAIN_AMERICA_DOPPELGANGER_II,46
CAPTAIN_AMERICA_DOPPELGANGER_III,208
CAPTAIN_AMERICA_IMPOSTER,146
CAPTAIN_AMERICA_II,238
CAPTAIN_AMERICA_III,292
CA4,252
CAPTAIN_AMERICA_V,94
CAPTAIN_AMERICA_VI,198
CAPTAIN_AMERICA_VII,1502
CAPTAIN_AMERICA_VIII_LMD,82
CAPTAIN_AMERIKID,40
CAPTAIN_ATLAS,182
CAPTAIN_AVALON,154
CAPTAIN_AXIS,16
CAPTAIN_BARRACUDA,66
BRITAIN,1734
CAPTAIN_BRITAIN_II,28
CAPTAIN_BRITAIN_III,148
CAPTAIN_FATE,66
CAPTAIN_FERAL,28
CAPTAIN_FLAME,54
CAPHIP,104
MAR-VELL,760
CAPTAIN_MARVEL_DUPLICATE,66
CAPTAIN_MARVEL_IMPOSTER,338
CAPTAIN_MARVEL_IMPOSTER_II,14
CAPMAR2,1396
CAPMAR3,686
CAPTAIN_MARVEL_IV,16
CAPTAIN_MARVEL_V,150
CAPTAIN_MARVEL_VI_200080,320
CAPTAIN_MARVEL_VII,82
CAPTAIN_MIDLANDS,70
CAPTAIN_OMEN,18
CAPTAIN_PEPPER,8
CAPTAIN_POWER,24
CAPTAIN_RECTITUDE,52
CAPTAIN_SCARAMOUCHE,46
CAPTAIN_STRONG,62
CAPTAIN_TERROR,102
CAPTAIN_TIM,18
CAPTAIN_ULTRA,350
CAPTAIN_UNIVERSE,8
CAPTAIN UNIVERSE_II,60
CAPTAIN_UNIVERSE_III,82
CAPTAIN_UNIVERSE_IV,14
CAPTAIN_UNIVERSE_V,14
CAPTAIN_UNIVERSE_VI,10
CAPTAIN_UNIVERSE_IX,232
CAPTAIN_UNIVERSE_X,12
CAPTAIN_UNIVERSE_XIII,16
CAPTAIN_UNIVERSE_XIV,6
CAPTAIN_UNIVERSE_XV,20
CAPTAIN_UNIVERSE_XVI,16
CAPTAIN_UNIVERSE_XVII,26
CAPTAIN_UNIVERSE_XVIII,34
CAPTAIN_UNIVERSE_XXIV,18
CAPTAIN_UNIVERSE_XXVI,66
CAPTAIN_UNIVERSE_XXVII,20
CAPTAIN_UNIVERSE_XXVIII,32
CAPTAIN_UNIVERSE_XXX,12
CAPTAIN_WINGS,30
CAPTAIN_WONDER,98
CAPULET_JULIET,58
CAPUTO_DR_JULIA,86
CARADAD_FELIX_GUILLERMO,56
CARAPACE,24
CARAPACE_II,36
CARBON,76
CARBON_II,52
CARBONE_JULIUS,16
CARBONE_ROSALIE,120
CARBONI_GUIDO,10
CARCASS,28
CARDENAS_PACO,16
CARDIAC,314
CARDIAXE,20
CARDINAL,26
CARDINAL_II,282
CARDINAL_JONATHAN,16
CARDINALE_CARLOS,22
CAREGIVER,108
CARETAKER,268
CARETAKER_II,166
CAREY_CAPT_DAN,54
CARGILL_DR,24
CARGO,28
CARJACK,54
CARL,18
CARLA,34
CARLCHOK_CAL,10
CARLIN_MIKE,88
CARLISLE_JENNA,60
CARLISLE_MELISSA_BOWEN,68
CARLISLE_PHILLIP,130
CARLSON_HELENA,16
CARLTON_JAKE,26
CARLTON_LUCY,26
CARLY,20
CARLYSLE_DOROTHY,22
CARMODY_MARY,62
CARMODY_MRS,30
CARNAGE,414
CARNAGE_SYMBIOTE,284
CARNAGE_SYMBIOTE_II,140
CARNAL_SERPENT,18
CARNIVORE,170
CARNIVORE_II,38
CARPATHIAN_ANDREW,16
CARPENTER,38
CARPENTER_ASTRELLA,22
CARPENTER_LARRY,102
CARPENTER_RACHEL,456
CARPENTER_REX,22
CARR_BOBBY,126
CARR_DAN,20
CARR,10
CARRADINE_JESSICA,98
CARRERA_MIA,56
CARRION,32
CARRION_II,134
CARRION_III,78
CARRION_CROW,14
CARROTHERS_ERNEST,140
CARRUTHERS_SIBYL,8
CARSON_JOHNNY,152
CARSON_LEN,14
CARSON_LT_PAUL,60
CARSON_MITCH,100
CARSON_PHILLIP,20
CARSON_PVT_HOWIE,28
CARSON_RICHARD,70
CARSON_ROSELLA,12
CARSTAIRS,38
CARSTAIRS_ELLEN,38
CARTER_AMANDA,48
CARTER_BRAD,14
CARTER_BRAD_II,36
CARTER_CHARLTON,46
CARTER_HARRISON,62
CARTER_JAMES_EARL_JR,344
CARTER_LISA,84
CARTER_MR,48
CARTER_MRS,48
CARTER_PEGGY,1294
CARTER_RYAN,2
CARTER_SHARON,1298
CARTER_SHEILA,38
CARTER_TAD,76
CARTHUS,66
CARTWRIGHT_PROF,72
CARVER,66
CARVER_II,14
CARVER_HELEN,18
CARVER_LONNY,52
CASE_COL_PRESTON,100
CASEY,58
CASEY_II,16
CASHMAN_ROGER,14
CASIOLENA_QUEEN,84
CASPER,32
CASPER_JODY_TOBY,60
CASPER_SARAH_WILSON,74
CASS_LARRY,50
CASSADA_CARLOS,124
CASSADA_MICHAEL,114
CASSADA_ROBERTO,114
CASSADA_ROSA,144
CASSANDRA,50
CASSANDRA_II,26
CASSEIRA_JOHN,16
CASSIDY,64
CASSIDY_BUTCH,42
CASSIOPEIA,154
CASTIGLIONE_FRANK_DAVID_JR,158
CASTIGLIONE_LISA_BARBARA_CHRISTIE,158
CASTIGLIONE_LOUISA,12
CASTIGLIONE_MARIA_ELIZABETH,162
CASTIGLIONE_MARIO_LORENZO,12
CASTIGLIONE_ROCCO,12
CASTILLO_DR,44
CASTLE_DR_TED,136
CASTLEMERE,24
CASTONE_JOEY,56
CASTRO_FIDEL,198
CAT,12
CAT_II,16
CAT_III,46
CAT_IV,84
CAT_V,104
CAT_VI,230
CAT_VII,36
CATBURG,138
CAT_KING,44
CAT_WOMAN,16
CAT-MAN,102
CAT-MAN_II,26
CAT-MAN_III,176
CATALYST,14
CATAPHRAX,62
CATASTROPHE_JEN,18
CATASTROPHUS,10
CATHERWOOD,68
CATHODE,30
CATHRYN,34
CATIANA,32
CATMAN,22
CATMINT_JEMIMA,22
CATON_MAX,46
CATRINI_SUSAN,52
CATSEYE,290
CATWALK,240
CAULDER_SAFRON_DEVILLE,96
CAULDRON,78
CAUWFIELD_WINSTON,24
CAVALIER,18
CAVENAUGH_ALAN,76
CAVENDISH_MARIE,30
CAVENGER_STUART,6
CAVETT_DICK,12
CAZON,10
CEAUSECU_IONEL,26
CECELIA,12
CEDARIC,30
CEDRIC,22
CEFFYAD,28
CELERY,82
CELESTE,12
CELESTE_II,816
CELINE,38
CELL,14
CELLANOS_MARCELLA,30
CENTARIUS,48
CENTAURIA,44
CENTAURIA_II,66
CENTAURIO,60
CENTAURION,44
CENTAURION_II,106
CENTENNIAL,52
CENTIPOR,24
CENTURION,70
CENTURIOUS,158
CENTURIUS,450
CENTURY,320
CENTURY_TURNER_D,142
CENTURY_TURNER_D_PROTO-HUSK,40
CERA,36
CERANDA,70
CERBERUS,288
CERBERUS_II,38
CERBERUS_III,62
CERBERUS_IV,20
CEREAS_DR_JOHN,10
CEREBRITE_ALPHA,60
CEREBRITE_BETA,68
CEREBRO,80
CEREBRUS,20
CERES,6
CEREXO,14
CERISE,36
CERISE_II,466
CERNUNNOS,12
CESIUM,112
CETEWAYO_DANIEL,26
CETEWAYO_VINCENT,40
CETHLANN,38
CH_LL,132
CH_OD,730
CH_THON,406
CHA_SA_DRA,54
CHADMASTER,66
CHADWICK_CHEER,94
CHADWICK_DR_HESPERUS,64
CHAGA,28
CHAGRIN,16
CHAIN,108
CHAIN_II,56
CHAIN_LIGHTNING,32
CHAINSAW,106
CHAK,16
CHAKA_KHAN,52
CHAKA_KHAN_II,18
CHAKARA_KANU,50
CHAKARA_MADAN,50
CHAKRA,84
CHALIZ_HAZRAM,34
CHALIZ_SHANAZ,34
CHALIZ_TABRIAZ,34
CHALKER_PROF_VIC,62
CHALLENGER,236
CHALLENGER_II,34
CHALLENGER_III,22
CHALMER_JUDGE,28
CHALMERS_CYNTHIA,86
CHALMERS_IAN,36
CHALMERS_MR,22
CHALMERS_ROBERT_C_HARRISON,162
CHALMERS_SIR_IAN,20
CHALO,2
CHAMBER,920
